t1,t2,v,s
110,225,0.27830,0.1
114,149,0.31902,0.1
132,210,0.29435,0.1
42,214,0.06934,0.1
114,168,0.31400,0.1
22,192,0.10836,0.1
13,217,0.01016,0.1
152,210,0.25179,0.1
140,195,0.28846,0.1
7,225,0.00185,0.1
110,155,0.31921,0.1
107,137,0.31602,0.1
18,207,0.04701,0.1
140,219,0.28362,0.1
9,80,0.21113,0.1
39,213,0.04371,0.1
22,171,0.16764,0.1
112,211,0.28615,0.1
85,86,0.22321,0.1
195,206,0.09357,0.1
215,236,0.01382,0.1
109,227,0.27560,0.1
115,136,0.31178,0.1
83,159,0.30199,0.1
62,165,0.27465,0.1
46,77,0.20286,0.1
147,159,0.26767,0.1
106,116,0.28843,0.1
125,194,0.30413,0.1
35,102,0.26533,0.1
85,155,0.30932,0.1
58,117,0.29240,0.1
198,229,0.08617,0.1
133,246,0.28959,0.1
121,127,0.29769,0.1
147,189,0.26748,0.1
25,131,0.29091,0.1
138,186,0.29356,0.1
122,124,0.29273,0.1
48,58,0.15988,0.1
98,199,0.27922,0.1
167,172,0.18142,0.1
108,130,0.30805,0.1
150,202,0.26026,0.1
30,42,0.05215,0.1
84,215,0.22516,0.1
58,154,0.29634,0.1
12,47,0.08519,0.1
25,116,0.28441,0.1
102,157,0.31739,0.1
17,149,0.25845,0.1
201,202,0.07213,0.1
64,208,0.20257,0.1
121,136,0.30849,0.1
59,228,0.16038,0.1
212,215,0.02718,0.1
206,241,0.05575,0.1
6,32,0.00670,0.1
66,75,0.19846,0.1
66,182,0.25200,0.1
219,238,0.00714,0.1
106,112,0.28243,0.1
9,218,0.01004,0.1
85,171,0.28786,0.1
63,145,0.31006,0.1
78,135,0.31547,0.1
135,176,0.29771,0.1
176,252,0.15223,0.1
69,252,0.18541,0.1
156,236,0.23175,0.1
33,86,0.22318,0.1
14,232,0.00073,0.1
32,170,0.17838,0.1
1,103,0.26493,0.1
84,208,0.23940,0.1
128,147,0.31020,0.1
107,200,0.29193,0.1
34,90,0.23252,0.1
5,230,0.00071,0.1
125,190,0.30559,0.1
87,213,0.23148,0.1
0,205,0.05575,0.1
219,243,0.00714,0.1
20,125,0.29073,0.1
73,111,0.28415,0.1
99,195,0.28343,0.1
35,117,0.28509,0.1
23,250,0.00087,0.1
231,236,0.00045,0.1
107,188,0.30059,0.1
9,71,0.18924,0.1
115,220,0.28394,0.1
21,163,0.19597,0.1
223,250,0.00306,0.1
26,197,0.08735,0.1
92,214,0.24477,0.1
95,239,0.24243,0.1
148,240,0.26432,0.1
41,241,0.03729,0.1
68,216,0.19286,0.1
41,102,0.26624,0.1
194,214,0.10074,0.1
47,101,0.26218,0.1
118,160,0.31651,0.1
88,196,0.26534,0.1
6,52,0.13026,0.1
85,213,0.22769,0.1
151,163,0.25306,0.1
99,168,0.30693,0.1
37,225,0.01827,0.1
164,235,0.19563,0.1
45,125,0.29705,0.1
126,144,0.30831,0.1
192,238,0.10774,0.1
42,102,0.26670,0.1
128,138,0.30388,0.1
33,193,0.10585,0.1
23,168,0.18176,0.1
9,228,0.00110,0.1
25,138,0.28624,0.1
145,222,0.27017,0.1
130,145,0.30488,0.1
6,253,0.00006,0.1
41,184,0.15374,0.1
96,110,0.28256,0.1
156,174,0.23305,0.1
113,144,0.31799,0.1
187,214,0.11881,0.1
37,104,0.26991,0.1
134,180,0.29982,0.1
19,190,0.11406,0.1
169,210,0.17469,0.1
73,151,0.30876,0.1
126,187,0.30533,0.1
83,103,0.26830,0.1
158,177,0.22259,0.1
70,93,0.23859,0.1
169,178,0.17472,0.1
114,155,0.31867,0.1
51,191,0.19347,0.1
36,84,0.21925,0.1
40,158,0.23764,0.1
64,222,0.17928,0.1
154,233,0.24223,0.1
44,199,0.13493,0.1
70,157,0.29679,0.1
144,227,0.27499,0.1
183,186,0.12805,0.1
118,171,0.31234,0.1
154,236,0.24223,0.1
0,230,0.00069,0.1
63,174,0.26006,0.1
87,105,0.27307,0.1
83,142,0.31772,0.1
186,230,0.12346,0.1
82,240,0.21510,0.1
71,79,0.20704,0.1
182,210,0.13288,0.1
66,179,0.25475,0.1
98,177,0.29775,0.1
228,250,0.00106,0.1
166,170,0.18854,0.1
155,165,0.23284,0.1
160,224,0.21197,0.1
72,166,0.28465,0.1
81,124,0.30467,0.1
96,157,0.31408,0.1
112,212,0.28615,0.1
103,191,0.29400,0.1
213,243,0.01955,0.1
180,205,0.13836,0.1
174,241,0.15974,0.1
30,223,0.00724,0.1
39,92,0.23771,0.1
173,248,0.15974,0.1
33,75,0.19829,0.1
140,217,0.28381,0.1
63,196,0.22454,0.1
73,152,0.30876,0.1
131,195,0.29920,0.1
48,196,0.17187,0.1
74,114,0.29022,0.1
181,212,0.13287,0.1
48,125,0.29961,0.1
71,196,0.23762,0.1
54,153,0.29086,0.1
123,208,0.29670,0.1
85,107,0.27712,0.1
83,185,0.26872,0.1
16,115,0.28246,0.1
130,176,0.30534,0.1
66,145,0.31183,0.1
5,63,0.17146,0.1
31,162,0.20523,0.1
26,137,0.28632,0.1
23,43,0.05215,0.1
152,213,0.25140,0.1
15,198,0.08639,0.1
83,232,0.21526,0.1
68,110,0.28414,0.1
140,165,0.29117,0.1
130,214,0.29369,0.1
86,157,0.30753,0.1
24,92,0.23727,0.1
148,212,0.26528,0.1
125,142,0.30945,0.1
9,241,0.00014,0.1
51,140,0.30488,0.1
7,145,0.26996,0.1
142,247,0.27948,0.1
174,242,0.15974,0.1
76,150,0.31276,0.1
211,236,0.02718,0.1
128,138,0.30388,0.1
13,197,0.08630,0.1
103,137,0.31705,0.1
5,102,0.26493,0.1
18,71,0.18924,0.1
217,251,0.01000,0.1
55,221,0.14485,0.1
88,90,0.23253,0.1
33,208,0.05252,0.1
41,144,0.28394,0.1
144,254,0.27494,0.1
82,159,0.30199,0.1
194,244,0.10073,0.1
101,104,0.27064,0.1
106,235,0.27254,0.1
168,212,0.18144,0.1
9,131,0.29076,0.1
83,95,0.24356,0.1
172,241,0.16715,0.1
112,152,0.31971,0.1
116,152,0.31857,0.1
12,179,0.13840,0.1
131,132,0.29075,0.1
4,134,0.28959,0.1
30,167,0.18363,0.1
86,177,0.28167,0.1
103,172,0.30758,0.1
113,128,0.30201,0.1
8,79,0.20674,0.1
70,100,0.26300,0.1
38,67,0.18142,0.1
61,72,0.19396,0.1
186,203,0.12350,0.1
5,143,0.27494,0.1
75,180,0.26488,0.1
185,187,0.12346,0.1
22,203,0.06504,0.1
26,235,0.00164,0.1
44,91,0.23329,0.1
39,66,0.18142,0.1
85,160,0.30332,0.1
71,246,0.18927,0.1
117,134,0.30917,0.1
184,224,0.12804,0.1
73,76,0.20250,0.1
222,240,0.00496,0.1
31,112,0.28046,0.1
74,143,0.31548,0.1
164,208,0.19592,0.1
5,182,0.13285,0.1
5,48,0.10141,0.1
180,206,0.13836,0.1
122,153,0.31560,0.1
29,163,0.19686,0.1
10,60,0.16612,0.1
152,216,0.25126,0.1
19,185,0.12383,0.1
24,30,0.00421,0.1
22,119,0.28630,0.1
234,246,0.00031,0.1
91,118,0.29547,0.1
170,216,0.17461,0.1
105,206,0.28389,0.1
105,197,0.29138,0.1
44,116,0.28867,0.1
15,247,0.00033,0.1
79,99,0.25639,0.1
82,134,0.31487,0.1
5,233,0.00033,0.1
84,133,0.31503,0.1
5,170,0.17456,0.1
119,154,0.31779,0.1
50,137,0.30577,0.1
79,121,0.29863,0.1
24,59,0.15973,0.1
183,210,0.12808,0.1
151,239,0.25090,0.1
186,222,0.12346,0.1
49,134,0.30432,0.1
166,222,0.18843,0.1
63,123,0.30086,0.1
53,196,0.19374,0.1
80,116,0.29291,0.1
90,215,0.23789,0.1
201,250,0.07213,0.1
149,150,0.25832,0.1
112,161,0.31649,0.1
0,134,0.28959,0.1
113,204,0.29385,0.1
82,235,0.21513,0.1
51,224,0.11897,0.1
132,250,0.29076,0.1
86,109,0.28052,0.1
46,126,0.30016,0.1
4,135,0.28802,0.1
27,221,0.00642,0.1
179,243,0.13829,0.1
139,170,0.29102,0.1
147,171,0.26803,0.1
196,253,0.09356,0.1
11,48,0.10141,0.1
32,194,0.10585,0.1
102,107,0.27390,0.1
158,169,0.22245,0.1
19,243,0.00063,0.1
56,197,0.20494,0.1
173,188,0.15987,0.1
28,47,0.08519,0.1
144,227,0.27499,0.1
29,63,0.17147,0.1
119,210,0.29290,0.1
7,209,0.03650,0.1
81,192,0.25961,0.1
102,144,0.32027,0.1
120,224,0.28840,0.1
108,213,0.28010,0.1
93,136,0.31674,0.1
24,121,0.28795,0.1
13,58,0.15973,0.1
22,89,0.22781,0.1
109,152,0.32038,0.1
21,162,0.20349,0.1
12,177,0.14483,0.1
61,112,0.28696,0.1
39,139,0.28828,0.1
78,160,0.29912,0.1
49,175,0.21499,0.1
55,252,0.14161,0.1
163,168,0.19581,0.1
48,104,0.27264,0.1
42,134,0.29762,0.1
177,186,0.14478,0.1
56,80,0.21181,0.1
211,251,0.02718,0.1
3,157,0.22161,0.1
160,169,0.21250,0.1
75,80,0.21139,0.1
165,251,0.18840,0.1
48,161,0.25134,0.1
196,224,0.09356,0.1
107,165,0.31361,0.1
92,105,0.27249,0.1
83,115,0.29010,0.1
111,238,0.27790,0.1
25,177,0.14541,0.1
193,208,0.10075,0.1
10,218,0.01012,0.1
45,52,0.13031,0.1
121,210,0.29411,0.1
27,65,0.17647,0.1
7,233,0.00033,0.1
120,172,0.31213,0.1
145,177,0.27428,0.1
164,225,0.19564,0.1
135,207,0.29170,0.1
106,123,0.29760,0.1
7,143,0.27494,0.1
53,89,0.22897,0.1
56,190,0.22162,0.1
37,180,0.14930,0.1
46,108,0.27901,0.1
8,94,0.24240,0.1
80,80,0.21113,0.1
86,121,0.29852,0.1
137,224,0.28627,0.1
116,125,0.29685,0.1
60,71,0.18946,0.1
42,223,0.05484,0.1
75,162,0.29265,0.1
5,68,0.18539,0.1
154,180,0.24403,0.1
159,197,0.21259,0.1
106,150,0.32070,0.1
197,237,0.08617,0.1
203,223,0.06434,0.1
210,242,0.03648,0.1
59,164,0.27304,0.1
186,227,0.12346,0.1
139,168,0.29111,0.1
118,155,0.31756,0.1
129,136,0.29775,0.1
84,192,0.26492,0.1
209,216,0.03648,0.1
13,85,0.21905,0.1
26,112,0.28029,0.1
132,241,0.29076,0.1
86,130,0.31169,0.1
165,187,0.18876,0.1
148,189,0.26748,0.1
62,246,0.17150,0.1
107,210,0.28172,0.1
218,229,0.01000,0.1
55,113,0.28646,0.1
243,243,0.00010,0.1
83,124,0.30469,0.1
92,242,0.23729,0.1
17,231,0.00085,0.1
37,84,0.21925,0.1
103,126,0.30550,0.1
178,178,0.14472,0.1
19,97,0.24778,0.1
125,138,0.30637,0.1
188,210,0.11882,0.1
128,191,0.30426,0.1
10,84,0.21905,0.1
93,145,0.31969,0.1
210,251,0.03648,0.1
6,242,0.00012,0.1
213,220,0.01955,0.1
14,107,0.27251,0.1
39,189,0.13211,0.1
172,205,0.16731,0.1
37,225,0.01827,0.1
110,194,0.29966,0.1
85,119,0.29579,0.1
108,204,0.29048,0.1
2,209,0.03648,0.1
57,216,0.15993,0.1
0,113,0.28020,0.1
62,228,0.17208,0.1
85,222,0.22125,0.1
4,122,0.28940,0.1
53,144,0.30402,0.1
114,185,0.30571,0.1
185,235,0.12346,0.1
106,119,0.29151,0.1
9,9,0.00004,0.1
242,247,0.00010,0.1
170,176,0.17469,0.1
183,200,0.12809,0.1
47,79,0.20731,0.1
142,194,0.28432,0.1
10,183,0.12812,0.1
32,216,0.02031,0.1
102,197,0.28857,0.1
57,109,0.28068,0.1
142,211,0.28101,0.1
60,225,0.16720,0.1
41,65,0.17662,0.1
111,136,0.31337,0.1
119,123,0.29235,0.1
94,201,0.26823,0.1
104,186,0.29998,0.1
199,217,0.07939,0.1
23,152,0.25118,0.1
25,127,0.29158,0.1
160,179,0.21267,0.1
39,192,0.12655,0.1
41,104,0.27070,0.1
98,253,0.25414,0.1
0,26,0.00148,0.1
20,103,0.26495,0.1
111,161,0.31640,0.1
133,248,0.28959,0.1
82,197,0.25317,0.1
67,182,0.25200,0.1
185,206,0.12350,0.1
11,206,0.05585,0.1
101,197,0.28519,0.1
111,236,0.27791,0.1
167,193,0.18160,0.1
3,6,0.00002,0.1
34,49,0.10142,0.1
54,70,0.18958,0.1
12,196,0.09368,0.1
131,163,0.30467,0.1
69,91,0.23349,0.1
68,179,0.25722,0.1
183,216,0.12806,0.1
100,146,0.32085,0.1
180,252,0.13829,0.1
107,136,0.31462,0.1
162,203,0.20360,0.1
31,43,0.05215,0.1
103,109,0.27744,0.1
15,215,0.01409,0.1
120,160,0.31587,0.1
44,94,0.24362,0.1
15,97,0.24777,0.1
18,151,0.25108,0.1
91,93,0.23749,0.1
73,190,0.25057,0.1
24,155,0.23218,0.1
131,155,0.30482,0.1
99,120,0.29706,0.1
80,207,0.23260,0.1
47,172,0.21661,0.1
145,150,0.27171,0.1
112,236,0.28024,0.1
0,60,0.16612,0.1
94,104,0.27219,0.1
57,199,0.20079,0.1
91,172,0.29409,0.1
50,186,0.20440,0.1
61,186,0.23734,0.1
167,217,0.18136,0.1
135,227,0.28811,0.1
167,178,0.18154,0.1
55,90,0.23369,0.1
46,60,0.16630,0.1
200,255,0.07939,0.1
71,129,0.31054,0.1
99,124,0.30346,0.1
231,238,0.00045,0.1
31,226,0.00602,0.1
35,36,0.01651,0.1
89,176,0.28687,0.1
10,206,0.05585,0.1
72,225,0.19463,0.1
170,221,0.17457,0.1
161,188,0.20373,0.1
225,227,0.00183,0.1
105,253,0.26923,0.1
104,121,0.29508,0.1
13,233,0.00047,0.1
184,230,0.12804,0.1
43,106,0.27472,0.1
119,124,0.29567,0.1
58,65,0.17659,0.1
28,188,0.12052,0.1
57,87,0.22409,0.1
8,201,0.07216,0.1
187,216,0.11881,0.1
142,179,0.28547,0.1
28,235,0.00256,0.1
96,134,0.31530,0.1
6,168,0.18131,0.1
21,68,0.18539,0.1
9,111,0.27787,0.1
41,61,0.16623,0.1
109,189,0.30094,0.1
13,98,0.25413,0.1
62,96,0.24990,0.1
114,158,0.31803,0.1
158,219,0.22171,0.1
53,137,0.30768,0.1
53,108,0.28029,0.1
128,250,0.29147,0.1
98,160,0.31362,0.1
88,118,0.29561,0.1
102,121,0.29580,0.1
16,109,0.27536,0.1
26,132,0.29097,0.1
1,211,0.02718,0.1
24,144,0.27520,0.1
212,238,0.02718,0.1
47,132,0.30228,0.1
1,134,0.28959,0.1
86,89,0.22797,0.1
85,186,0.27119,0.1
79,115,0.29019,0.1
16,20,0.00067,0.1
56,113,0.28668,0.1
22,193,0.10137,0.1
24,177,0.14541,0.1
102,248,0.26494,0.1
69,134,0.31306,0.1
107,117,0.28843,0.1
168,180,0.18156,0.1
216,232,0.01382,0.1
45,159,0.24312,0.1
79,216,0.21337,0.1
150,201,0.26026,0.1
5,18,0.00053,0.1
101,135,0.31618,0.1
91,167,0.29857,0.1
135,206,0.29236,0.1
235,244,0.00016,0.1
73,222,0.19625,0.1
207,233,0.04654,0.1
26,85,0.21906,0.1
79,251,0.20676,0.1
57,189,0.22162,0.1
64,122,0.30102,0.1
19,121,0.28791,0.1
98,246,0.25414,0.1
79,95,0.24375,0.1
155,201,0.23272,0.1
198,231,0.08617,0.1
133,176,0.30048,0.1
49,211,0.12206,0.1
84,121,0.29858,0.1
193,209,0.10075,0.1
31,204,0.06792,0.1
15,122,0.28943,0.1
26,138,0.28632,0.1
91,195,0.26853,0.1
38,245,0.02535,0.1
7,98,0.25412,0.1
146,175,0.27437,0.1
17,247,0.00045,0.1
22,55,0.14158,0.1
236,247,0.00016,0.1
66,173,0.26539,0.1
104,106,0.27317,0.1
112,128,0.30201,0.1
34,106,0.27300,0.1
143,199,0.27836,0.1
73,136,0.31452,0.1
14,28,0.00239,0.1
61,243,0.16618,0.1
70,233,0.18940,0.1
97,217,0.25128,0.1
178,210,0.14479,0.1
34,247,0.01075,0.1
16,103,0.26494,0.1
18,191,0.10814,0.1
28,163,0.19686,0.1
4,202,0.07215,0.1
19,76,0.20236,0.1
211,248,0.02718,0.1
70,242,0.18929,0.1
34,73,0.19376,0.1
91,100,0.26199,0.1
32,110,0.27824,0.1
73,135,0.31452,0.1
58,88,0.22894,0.1
243,249,0.00010,0.1
141,201,0.28319,0.1
42,109,0.27777,0.1
52,144,0.30402,0.1
30,83,0.21511,0.1
91,174,0.29168,0.1
111,222,0.27903,0.1
27,172,0.16803,0.1
137,137,0.28603,0.1
158,213,0.22187,0.1
61,63,0.17150,0.1
37,190,0.12572,0.1
23,179,0.13885,0.1
131,248,0.29076,0.1
50,108,0.27996,0.1
208,221,0.04654,0.1
29,249,0.00243,0.1
162,205,0.20356,0.1
87,176,0.28443,0.1
151,172,0.25327,0.1
18,83,0.21506,0.1
149,167,0.26132,0.1
34,104,0.26967,0.1
84,158,0.30634,0.1
121,137,0.31002,0.1
78,234,0.20689,0.1
32,138,0.28730,0.1
148,236,0.26432,0.1
23,100,0.25991,0.1
38,138,0.29074,0.1
187,251,0.11880,0.1
174,203,0.15988,0.1
173,181,0.15984,0.1
111,201,0.29389,0.1
136,189,0.29595,0.1
31,88,0.22786,0.1
36,147,0.26910,0.1
48,225,0.10281,0.1
58,227,0.16038,0.1
13,116,0.28435,0.1
117,142,0.31529,0.1
121,143,0.31424,0.1
150,174,0.26135,0.1
180,238,0.13829,0.1
8,199,0.07942,0.1
65,212,0.19179,0.1
109,243,0.27537,0.1
25,242,0.00116,0.1
86,190,0.26991,0.1
153,230,0.24224,0.1
104,234,0.26930,0.1
127,193,0.30355,0.1
51,106,0.27668,0.1
161,239,0.20316,0.1
82,94,0.24356,0.1
140,203,0.28703,0.1
160,235,0.21194,0.1
114,208,0.29191,0.1
33,157,0.22453,0.1
113,223,0.28088,0.1
56,195,0.20945,0.1
57,83,0.21584,0.1
60,104,0.27362,0.1
183,219,0.12805,0.1
50,113,0.28575,0.1
170,220,0.17458,0.1
10,59,0.15973,0.1
140,231,0.28317,0.1
148,154,0.26648,0.1
1,85,0.21904,0.1
6,184,0.12805,0.1
59,246,0.15977,0.1
28,243,0.00250,0.1
62,196,0.22454,0.1
132,210,0.29435,0.1
1,47,0.08519,0.1
36,181,0.14408,0.1
90,241,0.23238,0.1
40,120,0.29082,0.1
52,220,0.13518,0.1
70,177,0.26260,0.1
98,188,0.29067,0.1
72,181,0.25964,0.1
216,221,0.01382,0.1
17,134,0.28965,0.1
20,143,0.27510,0.1
112,203,0.29385,0.1
17,176,0.15249,0.1
153,173,0.24404,0.1
144,144,0.27494,0.1
9,138,0.28604,0.1
199,206,0.07939,0.1
0,223,0.00306,0.1
94,238,0.24245,0.1
22,194,0.10137,0.1
6,154,0.24223,0.1
104,124,0.30156,0.1
4,176,0.15224,0.1
154,166,0.24386,0.1
15,158,0.22173,0.1
99,219,0.25648,0.1
135,234,0.28804,0.1
165,216,0.18848,0.1
119,245,0.28625,0.1
143,171,0.28039,0.1
11,178,0.14480,0.1
72,92,0.23853,0.1
175,232,0.15223,0.1
123,156,0.31556,0.1
67,174,0.26539,0.1
22,220,0.00796,0.1
45,129,0.30004,0.1
24,175,0.15290,0.1
58,245,0.15977,0.1
201,241,0.07213,0.1
168,219,0.18134,0.1
89,191,0.27072,0.1
16,134,0.28965,0.1
151,159,0.25276,0.1
141,157,0.28590,0.1
135,156,0.29860,0.1
2,89,0.22780,0.1
147,252,0.26432,0.1
86,185,0.27368,0.1
41,155,0.24660,0.1
48,224,0.10374,0.1
201,247,0.07213,0.1
108,149,0.32043,0.1
116,124,0.29685,0.1
92,187,0.28066,0.1
13,184,0.12815,0.1
108,203,0.29048,0.1
63,121,0.29808,0.1
140,206,0.28657,0.1
21,107,0.27253,0.1
64,109,0.28095,0.1
224,245,0.00306,0.1
76,184,0.26279,0.1
35,75,0.19832,0.1
75,187,0.25598,0.1
114,162,0.31643,0.1
52,207,0.16211,0.1
61,235,0.16621,0.1
11,30,0.00421,0.1
149,172,0.26136,0.1
57,227,0.15185,0.1
100,178,0.30046,0.1
153,167,0.24393,0.1
196,239,0.09356,0.1
63,73,0.19392,0.1
87,155,0.31038,0.1
82,222,0.21732,0.1
27,171,0.16803,0.1
22,196,0.09421,0.1
79,118,0.29588,0.1
190,216,0.11368,0.1
166,211,0.18855,0.1
164,243,0.19563,0.1
151,233,0.25090,0.1
0,173,0.15974,0.1
64,110,0.28410,0.1
9,127,0.29147,0.1
182,253,0.13284,0.1
3,225,0.00183,0.1
235,254,0.00016,0.1
134,201,0.29566,0.1
27,69,0.18539,0.1
107,109,0.27604,0.1
22,129,0.29160,0.1
19,33,0.00670,0.1
92,98,0.25535,0.1
247,249,0.00004,0.1
116,186,0.30631,0.1
154,203,0.24339,0.1
122,237,0.28943,0.1
145,250,0.26996,0.1
30,158,0.22345,0.1
105,222,0.27057,0.1
11,151,0.25094,0.1
24,70,0.18925,0.1
101,127,0.30612,0.1
131,166,0.30448,0.1
145,149,0.27171,0.1
85,238,0.21911,0.1
136,249,0.28802,0.1
147,161,0.26783,0.1
63,195,0.22454,0.1
5,253,0.00006,0.1
20,227,0.00173,0.1
63,123,0.30086,0.1
3,28,0.00239,0.1
87,157,0.30753,0.1
6,227,0.00108,0.1
139,230,0.28319,0.1
22,28,0.00239,0.1
158,229,0.22162,0.1
117,178,0.30939,0.1
54,123,0.29964,0.1
59,157,0.28641,0.1
25,226,0.00288,0.1
152,242,0.25090,0.1
88,196,0.26534,0.1
26,68,0.18539,0.1
93,131,0.31380,0.1
103,253,0.26494,0.1
48,166,0.24094,0.1
108,186,0.30287,0.1
213,254,0.01955,0.1
84,168,0.29297,0.1
7,135,0.28802,0.1
40,75,0.19849,0.1
53,174,0.23703,0.1
119,132,0.30604,0.1
132,225,0.29094,0.1
157,192,0.22255,0.1
9,98,0.25412,0.1
37,124,0.29232,0.1
123,136,0.30686,0.1
108,125,0.30022,0.1
60,177,0.24902,0.1
120,212,0.29256,0.1
220,236,0.00714,0.1
49,73,0.19411,0.1
102,181,0.30001,0.1
184,206,0.12809,0.1
20,165,0.18875,0.1
125,190,0.30559,0.1
13,132,0.29078,0.1
13,141,0.27951,0.1
76,104,0.27352,0.1
194,242,0.10073,0.1
25,118,0.28632,0.1
85,219,0.22222,0.1
10,36,0.01651,0.1
59,135,0.31132,0.1
107,139,0.31743,0.1
51,58,0.15986,0.1
163,238,0.19563,0.1
58,108,0.28080,0.1
103,133,0.31415,0.1
191,239,0.10774,0.1
155,215,0.23198,0.1
28,224,0.00544,0.1
73,159,0.29445,0.1
5,15,0.00028,0.1
144,178,0.28009,0.1
126,221,0.29213,0.1
71,221,0.19187,0.1
122,154,0.31560,0.1
59,77,0.20282,0.1
92,237,0.23730,0.1
35,154,0.24619,0.1
30,99,0.25425,0.1
129,167,0.30686,0.1
34,162,0.20842,0.1
23,111,0.27792,0.1
6,59,0.15973,0.1
31,92,0.23733,0.1
16,56,0.15118,0.1
109,232,0.27545,0.1
7,96,0.24777,0.1
187,201,0.11883,0.1
35,81,0.21124,0.1
105,128,0.30482,0.1
62,234,0.17164,0.1
36,97,0.24817,0.1
47,205,0.12964,0.1
120,241,0.28788,0.1
174,224,0.15975,0.1
2,5,0.00002,0.1
9,129,0.29150,0.1
82,208,0.23598,0.1
221,226,0.00496,0.1
169,250,0.17455,0.1
209,231,0.03648,0.1
52,64,0.17670,0.1
9,165,0.18842,0.1
173,198,0.15989,0.1
29,131,0.29111,0.1
5,48,0.10141,0.1
151,193,0.25290,0.1
132,153,0.30448,0.1
79,113,0.28712,0.1
134,212,0.29204,0.1
143,192,0.27925,0.1
34,253,0.01075,0.1
3,78,0.20674,0.1
36,162,0.21124,0.1
74,223,0.19978,0.1
55,216,0.15068,0.1
16,115,0.28246,0.1
141,212,0.28101,0.1
15,238,0.00043,0.1
128,163,0.31097,0.1
55,246,0.14162,0.1
43,66,0.18151,0.1
106,184,0.30251,0.1
60,178,0.24902,0.1
98,191,0.28754,0.1
159,170,0.21250,0.1
16,69,0.18539,0.1
114,187,0.30495,0.1
11,142,0.27950,0.1
186,244,0.12346,0.1
31,208,0.05030,0.1
26,111,0.27795,0.1
77,114,0.29022,0.1
46,236,0.08532,0.1
88,124,0.30462,0.1
38,251,0.02533,0.1
9,250,0.00008,0.1
39,209,0.05965,0.1
198,206,0.08617,0.1
66,107,0.27753,0.1
60,114,0.28991,0.1
17,129,0.29155,0.1
94,118,0.29502,0.1
34,47,0.08519,0.1
70,104,0.27363,0.1
96,196,0.27916,0.1
138,166,0.29545,0.1
14,239,0.00039,0.1
107,135,0.31462,0.1
121,132,0.30476,0.1
79,176,0.27575,0.1
155,217,0.23192,0.1
56,110,0.28376,0.1
43,45,0.06852,0.1
7,138,0.28604,0.1
68,241,0.18544,0.1
180,212,0.13834,0.1
98,125,0.30346,0.1
44,118,0.29098,0.1
128,197,0.30202,0.1
33,233,0.00700,0.1
151,176,0.25327,0.1
135,251,0.28802,0.1
172,251,0.16715,0.1
17,85,0.21905,0.1
97,185,0.28838,0.1
105,245,0.26923,0.1
31,175,0.15489,0.1
1,176,0.15223,0.1
136,148,0.29618,0.1
170,220,0.17458,0.1
153,221,0.24233,0.1
4,198,0.08618,0.1
172,231,0.16715,0.1
72,220,0.19738,0.1
66,180,0.25475,0.1
59,74,0.19862,0.1
56,132,0.30927,0.1
24,227,0.00211,0.1
7,216,0.01384,0.1
54,239,0.14165,0.1
45,192,0.15842,0.1
111,134,0.31171,0.1
106,137,0.31602,0.1
145,246,0.26996,0.1
49,85,0.21990,0.1
44,192,0.15842,0.1
93,120,0.29812,0.1
141,235,0.27949,0.1
157,251,0.22161,0.1
91,195,0.26853,0.1
88,127,0.30767,0.1
147,217,0.26468,0.1
155,234,0.23175,0.1
39,172,0.18205,0.1
26,85,0.21906,0.1
50,120,0.29588,0.1
39,219,0.03202,0.1
0,188,0.11880,0.1
16,59,0.15973,0.1
179,227,0.13829,0.1
36,110,0.27877,0.1
137,217,0.28679,0.1
102,197,0.28857,0.1
15,221,0.00524,0.1
66,132,0.31167,0.1
150,187,0.26104,0.1
88,99,0.25579,0.1
72,250,0.19370,0.1
136,142,0.29275,0.1
28,38,0.02529,0.1
59,69,0.18560,0.1
92,138,0.31780,0.1
96,232,0.24792,0.1
71,79,0.20704,0.1
132,137,0.29610,0.1
14,41,0.03719,0.1
79,87,0.22353,0.1
50,167,0.24382,0.1
65,225,0.17750,0.1
201,252,0.07213,0.1
16,242,0.00051,0.1
94,182,0.28823,0.1
124,182,0.30760,0.1
107,174,0.30868,0.1
81,222,0.21345,0.1
167,180,0.18156,0.1
176,198,0.15235,0.1
40,72,0.19392,0.1
35,137,0.28805,0.1
61,63,0.17150,0.1
227,252,0.00106,0.1
26,101,0.25993,0.1
172,179,0.16728,0.1
84,95,0.24344,0.1
54,71,0.18958,0.1
132,180,0.30222,0.1
65,106,0.27752,0.1
81,201,0.24408,0.1
116,225,0.28470,0.1
13,67,0.18129,0.1
157,209,0.22206,0.1
215,224,0.01382,0.1
92,100,0.26175,0.1
96,173,0.29886,0.1
50,237,0.11686,0.1
121,244,0.28788,0.1
20,245,0.00073,0.1
3,232,0.00045,0.1
93,118,0.29528,0.1
41,121,0.29082,0.1
118,204,0.29768,0.1
15,193,0.10095,0.1
156,160,0.23242,0.1
108,180,0.30570,0.1
22,157,0.22197,0.1
68,188,0.24757,0.1
145,214,0.27079,0.1
63,134,0.31192,0.1
43,133,0.29762,0.1
50,66,0.18158,0.1
105,160,0.31662,0.1
50,208,0.15022,0.1
155,243,0.23175,0.1
21,217,0.01065,0.1
111,145,0.31934,0.1
7,76,0.20235,0.1
76,195,0.24716,0.1
76,210,0.22019,0.1
179,251,0.13829,0.1
155,169,0.23297,0.1
59,249,0.15975,0.1
